id,text,aspectTerm,from,to,polarity
2938,I wish the volume could be louder and the mouse didnt break after only a month.,mouse,42.0,47.0,negative
2574,"I play a lot of casual games online, and the touchpad is very responsive.",touchpad,45.0,53.0,positive
2351,"Granted, it's still a very new laptop but in comparison to my previous laptops and desktops, my Mac boots up noticeably quicker.",boots up,100.0,108.0,positive
526,It caught a virus that completely wiped out my hard drive in a matter of hours.,hard drive,47.0,57.0,negative
2891,WOULD PAY MORE FOR IT IF I HAD TOO!,,,,
2717,Couldn't keep a page up you were working on!,,,,
3020,"It is everything I'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.",look and feel standpoint,46.0,70.0,positive
2541,the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,safari,61.0,67.0,negative
2541,the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,safari,83.0,89.0,negative
2541,the only fact i dont like about apples is they generally use safari and i dont use safari but after i install Mozzilla firfox i love every single bit about it.,Mozzilla firfox,110.0,125.0,positive
1069,"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",Bluetooth,4.0,13.0,negative
1069,"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",fingerprint reader driver,44.0,69.0,negative
1069,"The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.",software,94.0,102.0,negative
1553,"Great battery, speed, display.",battery,6.0,13.0,positive
1553,"Great battery, speed, display.",speed,15.0,20.0,positive
1553,"Great battery, speed, display.",display,22.0,29.0,positive
355,I would not recommend this product to anyone.,,,,
602,I like to use it at the race track to handiecap the horse races.,,,,
2502,I was given a Mac as a birthday present and couldn't be happier with it 3 years later.,,,,
2874,"The delivery was fast, and I would not hesitate to purchase this laptop again.",delivery,4.0,12.0,positive
2385,I've been impressed with the battery life and the performance for such a small amount of memory.,battery life,29.0,41.0,positive
2385,I've been impressed with the battery life and the performance for such a small amount of memory.,performance,50.0,61.0,positive
2385,I've been impressed with the battery life and the performance for such a small amount of memory.,memory,89.0,95.0,negative
198,do a quick search on the internet see if im the only one.,,,,
211,I'm extremely happy with my purchase as I now have the portable power I have been looking for.,,,,
1654,"It's applications are terrific, including the replacements for Microsoft office.",applications,5.0,17.0,positive
1654,"It's applications are terrific, including the replacements for Microsoft office.",Microsoft office,63.0,79.0,positive
3058,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",Resolution,35.0,45.0,negative
3058,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",appearance,47.0,57.0,negative
3058,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",cooling system,59.0,73.0,negative
3058,"they improved nothing else such as Resolution, appearance, cooling system, graphics card, etc.",graphics card,75.0,88.0,negative
1937,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",built-in webcam,21.0,36.0,negative
1937,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",built-in mic,41.0,53.0,negative
1937,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",cam,269.0,272.0,negative
1937,"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",mic,277.0,280.0,negative
104,Is this partially due to the fact that it is running Windows Vista?,Windows Vista,53.0,66.0,neutral
419,"You might think, I am new in this game, but I am a gadget lover, and have had more than 2 dozens laptops in the past 15 years, and none gets this hot, that fast.",,,,
630,I was informed that I need to call some 0900 number first.,,,,
694,I really wanted a Mac over a pc because I used a Mac in high school.,,,,
189,"1) Payed $2200 for a ""premium"" laptop",,,,
2616,I BOUGHT THEM FOR MY COLLEGE AGE GRANDCHILDREN AND THESE MACS ARE TOTALLY RELIABLE AND SUPPORT THEIR CLASS WORK 100% OF THE TIME.,,,,
1417,The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,board,6.0,11.0,negative
1417,The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,connector,22.0,31.0,negative
1417,The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,power supply,41.0,53.0,negative
1417,The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,warrenty,72.0,80.0,negative
1417,The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,power supply,93.0,105.0,negative
1045,Do not purchase this laptop.,,,,
2886,"My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!",ethernet,115.0,123.0,positive
2886,"My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!",works,85.0,90.0,positive
2124,Mostly I love the drag and drop feature.,drag and drop feature,18.0,39.0,positive
260,"oh yeah, and if the fancy webcam breaks guess who you have to send it to to get it fixed?",webcam,26.0,32.0,negative
1296,"She brought out 2 other identical netbooks and still insist that ""It is like that one"".",,,,
1172,"I ordered through MacMall, which saved me the sales tax I would have incurred buying locally.",sales tax,46.0,55.0,positive
2283,Very fast and efficient!,,,,
2221,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",software packages,37.0,54.0,positive
2221,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",iWork,84.0,89.0,positive
2221,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",GarageBand,91.0,101.0,positive
2221,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.",iMovie,107.0,113.0,positive
2480,Being virus-resistant is a huge plus.,,,,
386,The screen is very large and crystal clear with amazing colors and resolution.,screen,4.0,10.0,positive
386,The screen is very large and crystal clear with amazing colors and resolution.,colors,56.0,62.0,positive
386,The screen is very large and crystal clear with amazing colors and resolution.,resolution,67.0,77.0,positive
